id,customer_id,total_amount,order_date,status
3edb29dd-c930-43b6-b73a-9479bbeafee2,2a5a53e2-abff-48df-b16b-497ecd7661e2,5593.0,2025-02-24 16:54:24,delivered
4ed9acf3-452a-443b-a588-6a39c62b5dde,0eb3a629-950a-430b-a8fa-4f6fc6d17794,9396.0,2025-02-04 13:14:08,pending
9d3918bf-224f-4aa9-8e03-01989d749c5c,765ce1d6-359b-405b-b015-894067e455fd,3116.0,2025-01-08 03:43:10,cancelled
903d52f6-fe7b-49f9-b1b1-7bad5427bad8,c81bdcf5-f182-4644-a316-d79342e2c76d,18061.0,2025-01-24 12:20:24,shipped
39dfbbe5-d3b5-40a8-b66f-c64c60ce7a6b,0df899c0-f116-4f67-942e-2b3f7f682507,31405.0,2025-01-30 17:55:06,cancelled
73bc6a29-77fc-4ff9-a60f-bf655a534abe,527cdd3a-3c34-4399-849d-7b1ef7b19caa,10396.0,2025-01-06 12:17:36,shipped
96c9065f-3992-42d7-98c0-cdc46f123edc,7ddc60ec-c65f-4364-8a92-81e19c936123,27190.0,2025-02-15 04:54:41,delivered
d90a159a-2a3e-48b9-8eb7-c5e7afacac46,b7c1d2b9-0d5e-4a0d-9a6f-eee1bc1f1270,6294.0,2025-01-12 16:14:34,cancelled
908b3ed7-a4f8-4771-8432-2d2179552baf,5bb63531-c1a1-4cf7-b047-8383c2570ca9,129.0,2025-01-11 09:15:32,cancelled
1fe1e317-17a0-4206-a33e-5024c13da9ce,492587b2-435b-4e83-8040-d4dc55adfa6c,3132.0,2025-03-15 05:28:41,delivered
f55ac1b8-e7d4-429f-ba11-791d53a16668,a1d1124d-162a-4edb-923e-2ed98ed30e4e,18826.0,2025-01-18 20:37:45,pending
4f249c37-921c-46d8-b7b2-bd1a37383306,fede7447-dad3-46bd-aa61-f4d26f96f6a7,16389.0,2025-03-16 13:32:33,cancelled
2d9c12d8-e1c2-4b93-b62c-7110c66089af,6e97f606-d9de-45c3-bc7e-72e70b9433da,4591.0,2025-02-15 11:03:10,cancelled
6039d172-3fbf-437b-b022-3980c0288034,a501b6d9-737c-4d32-912a-3b36b8da6f6b,3701.0,2025-03-03 16:24:37,shipped
1c52c2a1-0bec-4700-a02c-f746760afbf1,df448ca3-a0db-44a2-97f1-885750f81958,3695.0,2025-01-17 22:21:03,shipped
7a4cacb4-6db6-4c63-bbc0-315145e05ae6,b1e51644-737e-42fd-a09c-be6d60141506,6316.0,2025-01-09 23:51:28,cancelled
e419ff45-1315-494f-a1e5-e233edd7b520,c0a1ba0a-71a7-4cc5-b2ed-038def6e8a61,1816.0,2025-02-17 10:48:05,shipped
dd12e926-3c28-4e31-86bf-2bf8f1ad94b6,ae649f27-48a7-4370-8a17-5dea23cff3da,3911.0,2025-02-04 15:46:04,delivered
78381738-7bd7-4053-9acd-591435577b7f,a17aba5d-759d-4fbd-9421-3b351139a777,1414.0,2025-02-26 11:28:01,cancelled
8faa4cfb-6b51-496b-96a7-eb5951a90523,6630e24f-b663-496c-98ed-bb8c04ce8364,3297.0,2025-01-23 19:55:18,delivered
ffc93113-9068-47b5-87b0-f2e8825cfa74,992bfda8-a84d-4ed4-974b-65eb159b2735,7394.0,2025-04-03 13:34:05,delivered
0212bdaf-5717-4803-ba2f-33bdac11a74f,d2ebd942-486f-4985-8788-ccaeee9cb713,4796.0,2025-01-21 19:08:04,cancelled
aaf58f93-11ec-4cf6-862f-e5ca1b7da886,c911a1ca-d200-47f9-8ff6-8f9374fe2779,5192.0,2025-01-09 16:50:21,pending
d2950da1-a790-4502-bb19-bf52085745be,3d97f379-4ac9-4674-b005-0f36238a6d1d,9094.0,2025-03-11 21:52:53,shipped
7f3101d4-045a-429a-9c6e-e9295fd12527,0d3fc29a-5ffe-44b0-82a5-bb1d0ce84946,31809.0,2025-01-08 19:44:17,cancelled
a1375809-56e5-4a87-b489-1d7b93e2c851,df448ca3-a0db-44a2-97f1-885750f81958,3441.0,2025-02-20 10:09:23,pending
19dcea58-05a5-421e-a317-de97b7cf939d,12148f85-0679-4ed3-826e-583eea3045a4,19495.0,2025-01-29 10:51:28,shipped
554e77fb-5014-4e21-9df0-1fc4d54ff702,eb74b26c-2a05-4dc0-b6e7-b7c9be3d821e,2346.0,2025-03-08 14:05:54,pending
e122daae-0c5b-4ebf-90cf-d12a4405f9fb,49f88615-cede-4189-a44f-d4fa105bf0b8,2097.0,2025-01-16 08:04:51,cancelled
26875b5f-a62b-4871-bf81-506b02da72eb,be15a1cb-ae2a-40c0-be6f-3190963fffb5,5879.0,2025-02-10 06:12:00,cancelled
6470961e-1350-4c76-9871-32bfee744866,ca8890d8-4421-4696-be4c-6df84f625011,4943.0,2025-02-13 04:47:58,delivered
57f918ed-62d9-470a-b66f-ca683a2dbc18,ddb36126-3e5d-404d-8a6d-ed99f2d4f1a3,33891.0,2025-02-20 12:59:39,cancelled
c99b482a-c083-49a4-8b0a-3374111a0f36,85bf97ca-5d53-47ed-8f6d-fcf20d37bfea,1086.0,2025-03-30 01:54:33,cancelled
c6fb7ea2-79c3-4470-acf7-522925e78977,dcbaed84-5e53-428b-9fd9-73a795531969,7825.0,2025-01-25 23:12:44,cancelled
b940b1ad-a508-42a9-ac2b-0448c8662215,41374426-29d7-4025-99fb-1167ab744705,27080.0,2025-02-05 15:49:05,delivered
9d6d7149-5f45-47ec-af9f-88589f1a336b,85bf97ca-5d53-47ed-8f6d-fcf20d37bfea,8091.0,2025-02-07 01:00:47,shipped
e6ab7628-ea83-4cb8-b16b-db7a5a10ee06,8cba63f9-0f32-4cc3-9eec-026b6489382c,3696.0,2025-02-22 08:48:36,cancelled
688471a6-7d37-4842-aa8f-53e7f3735193,be15a1cb-ae2a-40c0-be6f-3190963fffb5,37138.0,2025-02-14 02:24:24,delivered
46dcf61b-daf1-40ca-adcf-3883a1626f8f,8cba63f9-0f32-4cc3-9eec-026b6489382c,27591.0,2025-03-16 23:59:45,shipped
b4f0c4bc-e7de-41db-a470-75364533cd49,f4689702-d3cd-4ee7-b4c5-c5958edcd449,4892.0,2025-01-25 03:31:25,pending
8b789547-fae8-462c-9d1e-deb1b68c5a2e,eac7d89e-44ae-401d-aee6-ff1a9d7ddf1d,21444.0,2025-01-05 00:44:01,pending
019ae5ba-dfb6-40ca-bdb7-a886d4f96224,dcb49176-787c-48ff-bf52-23fdb4ef35a6,21723.0,2025-02-26 10:54:53,cancelled
ca3f976c-0c7b-41ec-81a7-d505b2054f83,1032d7a0-406b-4536-b984-3989c67188d3,6772.0,2025-01-30 04:12:55,pending
ccbe610f-10fa-4a2e-b334-70600afd4c48,0423ef1c-4296-4d27-98cd-b700f49099c6,1247.0,2025-02-20 22:16:40,cancelled
24a59048-d16c-431e-8ad2-0d3c0d245ee4,e4f71258-4f41-479a-a68b-3154bfe11492,4147.0,2025-03-31 17:08:13,shipped
9955670f-d2c0-42eb-ab17-4b324a038166,992bfda8-a84d-4ed4-974b-65eb159b2735,4543.0,2025-03-22 12:55:53,pending
a52e1f42-c2f1-494a-9bc8-3dec1f2e326c,1984d8a7-3e28-4286-bd9d-d6cc64e6fe7e,2494.0,2025-03-11 17:45:37,pending
ade5855f-7c08-4076-84d4-00407c6a7225,398c2577-0c61-4bf3-8c39-be6df6d1c489,1898.0,2025-01-16 17:21:32,shipped
a2697636-3427-44e8-a57f-e7008850ee6b,a17aba5d-759d-4fbd-9421-3b351139a777,6470.0,2025-03-02 18:02:58,pending
3281a6a8-6ec3-4a14-bb91-87e1ae120abd,ba2562c8-8f38-4e2a-9a04-acb63e881baf,18896.0,2025-02-08 10:23:51,delivered
992ea990-d4ad-416e-8bec-211c1d4dbffe,56790a29-92c8-4f44-b957-34aa255ce362,2045.0,2025-02-25 13:47:44,pending
09993e8a-ec33-4a34-9080-7682db582d28,b7c1d2b9-0d5e-4a0d-9a6f-eee1bc1f1270,23312.0,2025-03-27 16:25:42,cancelled
470f3d61-e659-426f-9014-5a81593805eb,992bfda8-a84d-4ed4-974b-65eb159b2735,10917.0,2025-03-04 16:46:55,pending
c62ee0ae-f2aa-47ad-85b5-24e962327442,43504f62-2751-47ec-b07d-a467b978f6f8,24694.0,2025-02-22 02:24:07,cancelled
0b34373f-40e9-4ad7-b5c5-345f70d45194,1da87106-9993-4ff0-9d38-c1b6e2206a8c,22469.0,2025-02-25 06:57:54,delivered
b656bf0b-3119-48f9-ae39-16e65fd7f026,c3289935-5dbb-44de-8401-f91aa537617e,7030.0,2025-02-06 14:18:25,delivered
9b6d48fa-e2c0-47d2-a05c-b2ffa24a953d,cf1c159e-4b5a-4cb3-b6f1-a16a034906e0,14268.0,2025-01-08 18:47:28,shipped
6d0e8f77-e19f-470b-a75f-99136adc1d8e,a1d1124d-162a-4edb-923e-2ed98ed30e4e,8597.0,2025-03-14 01:07:23,pending
7a974880-4677-484c-8789-edd1762fc93e,a8f08c58-e3df-4073-a618-43b9bcbbfaab,2562.0,2025-01-29 03:22:18,delivered
110690a8-8f49-4954-b602-371c270ca04e,398c2577-0c61-4bf3-8c39-be6df6d1c489,7711.0,2025-03-16 03:28:04,shipped
10e1a05f-1d39-4449-b4af-bc039c685cb2,6a78964c-fa74-4462-894d-a55a54e98a0b,11612.0,2025-01-09 11:07:57,cancelled
d31e1512-138b-4992-9cec-f9e4ffdfb8d1,b8dc1750-f876-4da3-9ae1-f7fe997a98bd,31217.0,2025-01-16 03:48:21,shipped
1daeb2f1-191b-45b6-a77f-c379f46ddb3b,dcb49176-787c-48ff-bf52-23fdb4ef35a6,9594.0,2025-03-16 20:16:31,cancelled
41b16026-c3c6-4fdb-b7b4-2340484cbf8a,e74c13a5-ab1b-43d6-9820-d7ab9d1d0ff2,3474.0,2025-02-16 12:10:47,cancelled
43528287-4f81-4063-a3db-d0f6c710b75f,5cbbc662-bd13-4e54-9525-516053473dc1,38416.0,2025-01-12 22:34:03,delivered
a8076242-476d-4ed3-899d-c4f76cf61675,1461e4a9-3352-4f0c-9737-a92aa25192b7,26795.0,2025-01-10 00:36:22,pending
65c031ca-9321-4ed8-8ff0-a65cdbfc877c,c6f59f55-b3f4-4011-9868-cbd3f60939c1,9488.0,2025-03-09 16:22:58,pending
cb6258b6-3989-4c35-aec3-7a077bc55785,b2ee4a00-f50e-494f-ae3f-e86fd8b0e21f,36588.0,2025-01-05 02:33:40,cancelled
b974c61e-ebcb-400d-b494-a22c4b27841f,f33fc6f1-c439-4bc7-b3af-4e793ae26254,7189.0,2025-02-16 04:23:16,pending
42faa38e-ef2c-4a66-aeb0-a54adfe7b2a0,22458e03-2580-46dc-816c-90d7b823a134,18576.0,2025-02-13 15:38:29,shipped
3d9e1a33-906b-4ea4-89f8-5b91b723e0f0,28414cad-39a4-42fb-84ba-22e4b2db75d2,18158.0,2025-02-19 12:25:24,shipped
1acbec7e-d978-4632-9014-27d88391f900,6cfab2a9-2c08-48c7-8610-c3eb5cbecf0b,8967.0,2025-01-15 16:51:02,delivered
1e0c7b95-fa76-4d76-96d0-9bca96076540,6a78964c-fa74-4462-894d-a55a54e98a0b,12944.0,2025-03-15 00:24:55,shipped
d68ef3dc-3001-40c5-9ce0-a2466f5de7f9,7ddc60ec-c65f-4364-8a92-81e19c936123,9263.0,2025-03-17 18:41:31,shipped
